hotel_name,rating,title,content
Ramada Limited - Port Allen,3,Filthy swimming pool,How much money does an owner have to spend on a property to get employees to keep it clean I guess it is a southern thing. Pool is absolutely filthy. The owner has bought beautiful antique furniture for the rooms and it looks great! I let front desk know about the condition of pill and she tried to explain that... More
Days Inn Kokopelli Sedona,3,Above average budget-friendly motel,"Good value. Room was adequate, clean, and well maintained. Staff was friendly and helpful and put us in a room with a view. Could see Bell Rock right out the window. Breakfast was ok for a quick bite before heading out for the day. There are also several restaurants within walking distance. Location was very convenient. The walls are very... More"
Days Inn Kokopelli Sedona,3,A good value in a great location,"Not a luxury hotel by any means, but Sedona is beautiful so you shouldn't be in the room anyway! Good value, great service, nice employees, decent breakfast. Overall happy with the stay."
Days Inn Kokopelli Sedona,3,I needed a place to sleep at a reasonable price.,They were very helpful with restaurants. The location was very good as Sedona was very crowded. There are many beautiful hikes that are close to this destination. We ate at Cecina Rustica which was the best Italian food I have had any ware.
Days Inn Kokopelli Sedona,5,Great Hotel from a quick overnight stay,"We drove up to Sedona in the wee hours of the night. Awoke to the beautiful scenery! This hotel is clean and well taken care of. The continental breakfast isn't mind blowing but has the basics. For the price and convenience, it can't be beat."
Scotty's Motel,2,Okay for the price,"I was not expecting Scotty's Motel to be fancy considering the price but I was expecting clean. This was the second dirtiest hotel I have stayed in. Our room was dirty and had not been dusted in a very long time. There were cobwebs everywhere. The tub was not clean. I don't mind out dated furniture and carpeting, but I... More"
Scotty's Motel,4,Motel in a pinch,"I've stayed at this motel multiple times over the years. This motel works well to give you a nice warm place to stay overnight in the cold winter months. Of the times I've stayed here about once a year, and each year there is some improvement over the years. It's still a cheap option for housing. I personally don't have... More"
Fairfield Inn and Suites Ashland,4,Great when on road trip,Stayed at the hotel for one night on our last road trip. Found the staff very friendly and helpful. Our only problem is that the hotel is about 10-12 miles outside of Ashland and there are not many restaurants or gas stations around. The staff kindly told us the best places around Ashland and we drove back into the city... More
Fairfield Inn and Suites Ashland,4,Watch the Fire Lanes,"No complaints about quality of room. Breakfast was above average. Wifi was somewhat erratic, but that is so common these days it is almost not worth mentioning. The reason I dropped them a star is that they allowed 2 vehicles (cars with trailers) to remain in clearly marked fire lanes all night long. When I mentioned that to the front... More"
Fairfield Inn and Suites Ashland,5,Best hotel in Ashland,This place is great! The service is incredibly friendly and welcoming. The free breakfast is delicious and on weekdays they have fresh baked cookies in the evenings. I come back anytime I'm in Ashland.
Fairfield Inn and Suites Ashland,5,"Great Hotel, Awesome staff",The staff here was wonderful! Got us thru a rough time due to a funeral for a loved one coupled with the worst snow storm in the area in years! They went above and beyond with their great service and making us feel at home during a difficult time. Will definitely stay there again the next time we are in... More
Hilton Garden Inn Fayetteville,5,Nice hotel,The location of this hotel is hreT for visits to my son. The room was clean and comfortable. I didnt have time to try the breakfast but I hear it's fabulous! I had a great night's sleep in a comfy bed! I will be staying here again.
Hilton Garden Inn Fayetteville,5,Front Desk,"The front desk was most accommodating and welcoming. Maddie (if I remember correctly) was top-notch in giving us directions, answering questions, and overall just making us feel welcome after a long drive."
Hilton Garden Inn Fayetteville,5,SAFETY FIRST,"The hotel had excellent lighting both inside and outside. I felt very safe entering the hotel at night. The hotel was well decorated, the room was very clean and the staff was courteous and helpful. I would highly recommend this facility."
Hilton Garden Inn Fayetteville,5,Friendliest Staff Ever!,"Smile and help at every turn. Clean, Comfortable, Great Breakfast, but the staff was the gem of this stay! Thought I had a reservation,DIDN'T! The staff bent over backward to get a room then check other hotels for my reservation so I could cancel and not get charged. Had a problem with the TV, staff was right there in minutes... More"
Fairfield Inn and Suites North Platte,3,Large clean rooms but noisy,"The room was larger and cleaner than most other hotels I have stayed at in the area. It is really hard to get a good nights sleep though when the rooms are so noisy. You could hear every door on the third floor open and close, the latches are incredibly loud. No letting the wife sleep and going out for... More"
Trails End Motel,4,Pretty good,It's nice and clean you know pretty simple got a good pool for kids and a nice playground the bathrooms nice and it's a great location there are clearly obviously better places to stay but there are also a lot worse and if all your doing is sleeping there it's great because you get free Noah's ark tickets for everyone... More
Courtyard Chicago Deerfield,1,BED BUGS DO NOT STAY HERE!,I stayed here for 1 night and discovered bed bugs in the morning. My back was covered in bites and there were multiple bugs under my pillow. I immediately raised the issue to the front desk and they could not be less concerned about the bugs. They informed me that theyve had issues with bed bugs in the past and... More
Comfort Inn & Suites,4,Vacation,This is a all new hotel. Excellent security and rooms. Don't let the neighborhood fool you. They are very nice owners.this is one of the few spotless hotels in va. Beach for under 100.00.the breakfast has more food choices than anyone really needs.
Turner Falls Inn,4,Not 5 star but good accommodations for what we needed,"This place was very convienent to the Turner Falls Park (right next to it). The staff at Tuner Falls Inn were extremely nice and helpful. Although the property is a little outdated, our room was clean and the location was perfect. I loved the fact that our room had a kitchenette so that we could make our own meals if... More"
Turner Falls Inn,1,DO NOT STAY HERE,"I understand these cabins are 75 years old so I didn't expect to walk into a 5 star facility but I did expect it to be clean, even somewhat clean would have been nice. The shower had not been cleaned AT ALL, the commode was not flushed, one bed had hair in it, the other bed had dirt in it,... More"
Crossland Economy Studios Tacoma - Puyallup,5,Lovely place,The staff are entirely accomidating . The hotel itself is clean and quiet . I love the fact that they had a full size fridge and that they went out of their way to make accommodations for my dog would dtay again.
Heritage Inn,4,Harding University Campus,"A very good, quiet, comfortable, safe, clean, perfectly fine on-campus hotel. Light breakfast included. Room has a microwave and min-ref. You can't beat the location for a Harding University visit. Free WiFi, cable TV. Walk indoors to food court, offices, meeting rooms. Parking is right out the entry door. Very friendly and helpful front desk staff."
Budget Inn,1,Roach coach,Checked in and checked right back out has no hot water and had roaches crawling on the bed would not ever stay there the people there are very rude and very nasty and the manger lady pick up the roach bare handed and tossed it out Side and then wipe her nose with that same hand
Quality Inn,2,Do not stay here,"When we first arrived inside the room a strong smell of mildew hit me. I decided to ignore it thinking it could be worse, and it was. Grasshoppers and other bugs were EVERYWHERE. The best part was the chirping throughout the night, from inside the room. The bathroom was not cleaned thoroughly and I was glad to get out of... More"
Larkspur Landing Renton,4,Felt like home,"We had to stay here for a long period of time. When we first arrived we got there 4 hours before normal check in and they allowed us to get a room! Most hotels make you sit in the lobby or come back later. JAMIE, the shuttle driver and desk clerk is very friendly and always carried on a great... More"
Larkspur Landing Renton,5,good price,great service
Larkspur Landing Renton,5,Great Service Comfortable Room,"The staff here was really great - courteous, helpful, well-informed. The room was comfortable and the kitchenette a real boon. Great value for money. If we're in the area we'd stay there again. Breakfast was nice enough, though a bit more variety would have been nice."
Red Roof Inn & Suites Muskegon Heights,1,very poor,dirty room
Red Roof Inn & Suites Muskegon Heights,2,To be honest...,"This is a pet friendly hotel. Having said that, it smells like a pet friendly hotel that does not get a thorough cleaning after a dog has been sick. We were booked into our first room which smelled like a mixture of beef jerky and vomit. Our second room was a little better, but we still had to go buy several candles to make the room habitable. The carpet was sticky, and the sheets were full of holes. The bathtub looked like someone took a blowtorch to a corner. The carpet in the halls is in a severe need of cleaning. Many spots and traffic patterns. The breakfast was good if you like lots of carbs. I came away feeling gross and dirty even after a shower."
Red Roof Inn & Suites Muskegon Heights,1,Stay Away DIRTY SMELLY,Had 3 rooms for our group. One door wouldn't hardly lock. Had strong animal smell. We stayed 5 nights and they did not clean our room once. Definately would not recommend this hotel. Worse hotel I have ever stayed in.
Red Roof Inn & Suites Muskegon Heights,1,Disappointing,If you decide to book this hotel you will be disappointed.
Red Roof Inn & Suites Muskegon Heights,4,"Family Reunion, With 5 + rooms. Got the job done.","Tripadvisor friends, We had a family reunion in this town. Need like 5 rooms. They were HUGE. one of them had 4 double beds. so 8 people were in that room. We had a kitchenette room. It had a huge front room to it. I had 20 people in that room talking. They gave is a great price. Autumn Was... More"
Red Roof Inn & Suites Muskegon Heights,5,Front Desk,"As a guest I was very impressed on how the front desk Clerk handled being in a situation dealing with a deaf guest! Even though it was hard to understand my husband, Stasia did a great job in making us feel welcomed and comfortable."
Red Roof Inn & Suites Muskegon Heights,4,Decent/ Affordable,I generally stay here when I go home for a visit. It is in my budget and well maintained. It is in a good location.
Red Roof Inn & Suites Muskegon Heights,1,Not going back anytime soon.....,"We checked in at 6 pm, 3 hours after check in time of 3pm. Our room wasn't ready and housekeeping staff could be seen standing outside smoking. Granted I was given a 15 discount however, I would have happily paid another 50 per night to not be in that neighborhood. Employees smoking at the door to the lobby, the smell of weed in the hallway, a fight in the parking lot, literally people walking in off the street for the continental breakfast and asking us to use our cell phones, our room was 54 degrees upon entering.... I could go on and on, but won't. Needless to say I would never stay at this hotel or recommend it to anyone. Our friends chose this hotel because it was pet friendly. And they would hang out in our room because theirs reeked. Regardless of how much Lysol of ours they used, it smelled. On a scale of 1-10 it was a 1."
Red Roof Inn & Suites Muskegon Heights,1,terrible,it was terrible.it was dirty.the bathroom was not clean.
Red Roof Inn & Suites Muskegon Heights,4,Close to everything,Overbooked the hotel and didn't have our suite available but the staff worked with us and gave us 2 rooms for the price of a suite which worked fine and the rooms were comfortable no problems with anything
Red Roof Inn & Suites Muskegon Heights,4,weekend getaway,good
Hampton Inn & Suites Tampa Northwest/oldsmar,5,Great Staff,I stayed in this hotel with many of my family members due to a wedding we were attending nearby. Room was spacious and felt really clean. Diana at the front desk worked that weekend and was beyond accommodating. We all (about 7-8 rooms) had requested early check-ins and she worked her magic in making it happen due to the time... More
Hampton Inn & Suites Tampa Northwest/oldsmar,5,Friendlest Hotel,"This Hampton Inn is one of the friendliest hotels. It is clean, well run, and centrally located. In particular, Diana at the front desk was exceptional! She is always smiling, and willing to help in any way. We always stay at this hotel when visiting Tampa Bay Downs, and would highly recommend it."
Hampton Inn & Suites Tampa Northwest/oldsmar,4,Over all very good,"My friends and I were definitely pleased w/ our stay. The room smelled very fresh and clean. The beds were attractive, clean and comfortable..The A/C worked very well and the staff was very inviting and over all nice and professional."
Hampton Inn & Suites Tampa Northwest/oldsmar,5,Stay in the Queen Suite!,We got a great deal on a Queen Suite for an overnight stay during a wedding we attended in Clearwater. Suite was spacious and clean and could have easily fit six of us. Staff was friendly and location was conveniently located to some shops and restaurants. And about a ten minute drive to a really nice mall.
Hampton Inn & Suites Tampa Northwest/oldsmar,4,"Hampton Inn Suites Oldsmar, FL",Very clean modern hotel with well appointed rooms. The front desk clerk Andrea was very helpful extremely polite. Electronic check in very easy to use saves a load of time. Would stay at this hotel again.
Austin Motel,4,Funky and Fun,"With a great location close to everything, the Austin Motel is far from a boring Holiday Inn. It's great for first-timers to Austin, because it is infused with lots of local charm. Great bars and live music venues are a short walk away."
Austin Motel,5,Perfect little hideaway,"Very cute and extremely clean motel. I rented a single and it was decently sized with a TV w/cable. Shower stall in my room, 133, was a bit small but great water pressure. Convenient location to the artsy things in South Congress but also an easy 1+ mile walk to 6th St. It was quiet. Full-sized bed was very comfy.... More"
Best Western Fostoria Inn Suites,4,Perfect location,We were in Fostoria for a class reunion and stayed at this hotel. We had been there before and liked it. It is convenient and met all of our needs. The breakfast buffet was good. We did not make use of the other amenities. The bed was extremely comfortable.
Best Western Fostoria Inn Suites,5,Surprisingly Nice,"The lodging options in this small town are limited but frankly, this hotel works very well. It's clean, well located and has a very friendly staff. The bed was comfortable and had great pillows. What more do you need"
South Congress Hotel,4,Gorgeous hotel,"GORGEOUS hotel. So many beautiful details in every space. The restaurants and bars are great, and there are several cute boutiques as well. Two downsides, the shuttle never seemed to be running and there is no coffee maker in the room."
South Congress Hotel,5,SOCO getaway,Always good service and perfect ambiance
Famous Shores Motel,4,"Nice Place , and close to the Beach!!","Now has new owners and managers and it is getting BETTER! Have stayed here a few years in a row, it is a nice little place accross from the beach and close to everything! It needs a little TLC, but I think the new manager will get things done! can't wait to come back next year!!"
Best Western Canal Winchester Inn - Columbus South East,4,Good experience,All aspects of stay were very positive. I would definitely stay there again. Staff was very pleasant and room was very clean. Breakfast was very good and staff very friendly and helpful. Hotel had easy access to interstate and a nice selection of dining options.
Best Western Canal Winchester Inn - Columbus South East,5,great stop over,"Never had a bad experience with this hotel. The staff is not only professional, but fun to interact with. Hot tub was very enjoyable, as was the pool. A good variety of restaurants are available in the area. A great place to use as a stopover for further travel going South."
Best Western Canal Winchester Inn - Columbus South East,3,Hits all the marks - but not fancy by any means,"The rooms were clean, servers and front desk very courteous. A little expensive at 105++ a night but not bad. Rooms were older - carpets worn. Breakfast decent but not all that good. I would certainly come back (and recommend) as it had comfy beds, working AC and very nice staff."
Best Western Canal Winchester Inn - Columbus South East,3,"Gotta Look to Find it, Average Hotel, Morning Service better than Evening Service","My wife and I rode our motorcycles thru a summer storm from Indiana to this hotel. Needless to say, once we arrived, we were tired, wet, and ready to get into a room. I had a reservation, along w/ a 50 best western (BW) gift card to use from a summer promotion. The desk clerk initially was not going to... More"
Best Western Canal Winchester Inn - Columbus South East,3,Generic but clean,"Needed a room to get a night's sleep and stopped there. The hotel was fairly clean, had a nice breakfast in the morning. The big thing for me was the fact that there were only sheer curtains on the windows. I was struggling with insomnia and had gone there to try a different environment . When the morning sun came... More"
Foothills Motel,3,Old furnished but clean.,"Personnel were friendly. Good if you need just a bed, shower, television and bathroom. Old but clean. No refrigerator or microwave. Very good for what I needed.I would stay there again. Low budget but clean."
Foothills Motel,3,Very acceptable country motel pet friendly,"I've stayed here often and it is very pleasant but with no amenities at all, not even a hair dryer, but I was furnished a fridge on request. Clean, updated and good room control temperature. Great place for dogs lots of roomie grass areas. Very friendly owners. Beds OK but it's not a down pillow kind of place. Pleasant and... More"
Days Inn Perry Near Fairgrounds,3,Unhappy guest,"I called to inquiry about rates direct to the hotel. I mentioned I had dogs, and asked if there were extra charges for this. I was given a rate and I said I would check around for the best deal. The next day I was called by Susie at the front desk said she could do a better rate and... More"
Days Inn Perry Near Fairgrounds,1,AVOID!,"This motel is dated and extremely dirty. Everything about this place makes me want to RUN away as far as possible. The carpeted floors were very dirty and were NOT vacuumed. You could see fingernail clippings and food particles, just to name a few. There was a dirty towel and someone's sock right behind the dresser--this will let you know... More"
Microtel Inn Suites by Wyndham Prairie du Chien,4,Clean quiet,"Staff was friendly. Breakfast was great, especially the coffee! It was very modern and up to date. Only reason I didn't give it 5 stars was because we requested a non smoking room, and unfortunately the room smelled like cigarette smoke. They did spray the room, but it only improved it slightly."
Microtel Inn Suites by Wyndham Prairie du Chien,2,Good hotel except for the internet,"Hotel is clean and well kept. Rooms are usual Microtel fare. Water pressure on second floor left something to be desired. Beds are very firm. Biggest issue was internet begin almost unusable after 5 PM. Once more than a handful of people log on, you're plagued with frequent drops and buffering. Really holds back a good hotel."
Microtel Inn Suites by Wyndham Prairie du Chien,4,One of many,Overall a good stay as it was my 3rd or 4th for the month of March. Clean rooms and nice staff. I can not rate the breakfast as I normally sleep in until after.
Microtel Inn Suites by Wyndham Prairie du Chien,5,Great Place,"I book a room every year at this time for the Rendezvous usually at the Brisbois Motel.Oh my, I said no way. After trying hotel after hotel, we came here. I was very upset and the lady at the front desk said everything will be fine. She got us in , then was waiting to see if we was going... More"
Microtel Inn Suites by Wyndham Prairie du Chien,5,Great place to stay !,This was really a nice hotel property and would stay there again. Rooms were very clean and the property was well kept. The breakfast was good. It was quiet. The hotel staff was very helpful and the Internet was free. We stayed using a senior citizen rate and thought the rate was very reasonable compared to other motels in town.
Microtel Inn Suites by Wyndham Prairie du Chien,4,Very Clean,"Very clean hotel, good breakfast, good value for your money. The only reason for not giving it 5 stars... the single bed rooms are small. I did not get a chance to use the pool, but pool room looked extremely clean as well."
Rodeway Inn,4,"Interesting but satisfactory stay, pet-friendly","My husband and I were driving cross-country for a move with two cats, so our requirements for lodging were relatively clean, safe, cheap and pet-friendly. This hotel met all of those. The front desk clerk was strangely short with me. I asked him how he was doing and tried to make small talk while he looked up my reservation and... More"
Rodeway Inn,4,Nice hotel needs updating,"The staff is really nice and they go out of there way too help. The guy seems easily frustrated but it is understandable when people spell the name wrong, like I did. For a free breakfast it is good and filling. I wish you had some doughnuts instead of the little muffins, even though they are freshly baked a variety... More"
Chase Suite Hotel Tampa,4,Nice 1st visit to Tamps,"Went to the Outback Bowl and watched the Vols pound Northwestern and stayed 2 nights here . Nice 2 BR with 1 a loft 3 tvs, 2 baths. Only problem was I left a plate of ribs on the table overnight and the next morning they were covered with tons of real tiny ants. Still, it was an enjoyable stay.... More"
Chase Suite Hotel Tampa,2,"Needed a 2-bedroom hotel, so we decided to take a chance. BIG MISTAKE!","Prepaid for four nights, arrived at 4:30 AM the following morning, desk clerk informed us we had to pay an additional 25/day deposit and it would be refunded upon checkout. Not sure what that was about, but he did not offer an explanation. Unit appeared clean, but there was no hairdryer in master bath. Called clerk, stated housekeeping would bring... More"
Chase Suite Hotel Tampa,2,Gross,"I was so disappointed in this property! Threadbare, torn carpet, no guest services until 6am, dingy outside. I didn't feel comfortable the entire time I was there. Does not look anything like the photos posted. Until they do a major renovation, find another place to stay."
Chase Suite Hotel Tampa,3,good but needs updating,"For the price, its perfect but it doesn't feel the cleanest only because its a little old and outdated. great for family. pull out sofa and upstairs loft bed was perfect for my children. I feel it was very average. Carpet definitely needs updating and sofa/bed/ furniture also needs to be updated but it is perfect place if you need... More"
Chase Suite Hotel Tampa,3,It was good value for the money,"You get what you pay for. This was by far the cheapest hotel on this little island (connected by bridge). I was a great location for me because I had to go to a high-tech office also on that island. The wifi worked well. It was clean enough. The kitchen appliances are dated, but functional. The kitchen was not well... More"
Chase Suite Hotel Tampa,5,Nice hotel close to event,"The rooms were great. There is a great kitchen with the needed amenities. The bed was comfortable and the room was a good size. The breakfast was good but having one person was not enough. Sometimes we had to wait 20 minutes to eat because the food ran out. There were a lot of people trying to eat. Overall, it... More"
Chase Suite Hotel Tampa,2,Not what it use to be,"This was/is my second time staying at this hotel and I will probably never stay again. It was a Residence Inn but I guess the owners opted out of the franchise(or got kicked out) We stayed here about 4 years ago for my anniversary, I guess under different management/owners, we had a lovely stay, nice room, extremely comfortable bed, complimentary... More"
Chase Suite Hotel Tampa,4,Nice place but too many bugs,"I liked the place, the rooms were spacious. Beds were comfortable. Breakfast was OK, nothing spectacular. Only problem I noticed was the room was full of ants, plus there was a long skinny bug when I went to the bathroom in the middle of the night. The Bahama Breeze next door was convenient."
Chase Suite Hotel Tampa,4,"Better then last time, but still issues","We have stayed here 3 times in the past year. Since my first review, the wifi has been better and some of the rooms now have upgraded furniture, so that is nice. Usually I travel with my wife, who has the credit cards so checking in is not an issue. However this time I was by myself. Checking in to... More"
Chase Suite Hotel Tampa,1,Worst Hotel Experience,"I have never had such a horrible hotel experience! I booked straight through their website, not a travel website. The room I booked was a 2 bedroom suite that clearly stated it has a king and 2 double beds. We arrived late after a long day at Busch Gardens on the day after Christmas. Check in took awhile but that... More"
Chase Suite Hotel Tampa,1,Don't stay at Chase Suites,"The website pictures of the hotel are very deceitful and does not match the actual product when one stays in the room. The pictures are misleading. The staff was rude and indifferent. The room we stayed in was smelly, dirty and poorly cleaned. The buffet breakfast was terrible and was done on a very low budget, they put out some... More"
Chase Suite Hotel Tampa,2,Unfortunate stay,We also stayed one night due to a cancelled BA flight and after also visiting another room other than the one allocated to us have decided they cannot be the same. Ours was not clean and had lots of scum around the plug hole in the bath. The shower head above it was also covered in lime scale. The carpet... More
Best Western Plus Executive Suites,3,Check your room first,"You may want to view your room first,before you bring all your stuff to the location. I will for sure on the next trip. also notice where the lift is and the pool,the noise there were very loud late into the night even after the posted closing.....not fun if its been a long day and you can see an inch... More"
Best Western Plus Executive Suites,4,Pleasant Service,"I was very satisfied with the facility. To be honest not all hotels are the best, but my experience staying here at Best Western was great. Nice clean, big rooms, they have everything you need, friendly staff, etc. A very well equipped Hotel. I would stay here again, our home away from home."
Best Western Plus Executive Suites,4,The stay was great,We had no problems staying here and were treated very good. We would stay here again in a minute. The staff was very helpful in letting us know where to go and have a great meal. The rooms were big and had everything we needed. The beds were very comfortable.
Best Western Plus Executive Suites,5,Valentine's Day,"Our stay was excellent, it was very comfortable and we enjoyed it. The Staff was very friendly and nice. The Hotel was very clean - the breakfast was good. I would stay there again the next time I go to Albuquerque."
Best Western Plus Executive Suites,4,Best Weastern,"My experience with Best Western has been very good. I like their chain especially in their newer facilities. I typically seek out this chain as well as Hampton and other high end chains. The breakfast though good, would be better if there was more selection. The parking was tight and getting in or out of the facility by auto can... More"
Best Western Plus Executive Suites,5,Good Room for family,We liked our room. There were sheets for the pull out couch and everything was clean. We would appreciate another bathroom next time when traveling with two small children. The pool was fun and we got an hour late check out time easily.The pool was fun and pretty clean.
Best Western Plus Executive Suites,5,GREAT MOTEL!!,"EXCELLENT Motel!! Excellent Motel Suite with enough space to relax sleep wel ! We were helping family member move across country this was just the perfect fit! How wonderful to arrive here after a LONG drive in UHAUL Truck be able to relax, sleep great then to have an excellent full hot breakfast before hitting... More"
Best Western Plus Executive Suites,5,Very nice hotel with HUGE rooms!,"Staff very polite and helpful. Room was huge with sitting room, 2 flatscreens, fridge, microwave, desk, couch. Very clean, smells nice. Bed comfy, quiet hotel, we slept great. Close to many food choices. Bathroom clean. We could see our truck from our room window which is very nice. Grabbed some free breakfast and hit the road refreshed. Price VERY good... More"
Crescent Suites & Hotel,5,Wonderful stay. Full kitchen made it ideal.,"We stayed overnight to prepare for my daughter's bridal shower. Having a full size refrig was great for storing all the cold food needed for brunch. The room was clean, quiet and smelled great. Easy check in. Would definitely stay here again."
Pelican Post Motel,5,Perfect little place!,"I discovered this place after our reservations couldn't be found and were now fully booked at another beachside hotel, and to be honest I'm glad we stayed here instead! When we arrived, we went to check in and were told that they upgraded our room to a suite, however it wouldn't be ready for 45 minutes, even though we came... More"
Pelican Post Motel,5,Peaceful place to stay,"Stayed there with my husband, we were going to stay for 3 nights but stayed for 5 as we loved it so much. Hop skip and a jump from the beautiful beach, Room was large, clean with a vintage feel which we love. Plenty of outside space with own parking. BBQ area with brand new BBQ which we used everyday,... More"
Hilton Garden Inn Harrisburg East,5,Family Friendly - Close to Hershey,"My family and I had a great time during our stay over the Christmas Holiday. This hotel is close to Hershey Park, a really nice Mall with a movie theatre. Tons of dine-in and take-out restaurants. The hotel staff was very nice. The best folks work in the restaurant. They were soo helpful and friendly. The food was great as... More"
Hilton Garden Inn Harrisburg East,5,This was a very nice and clean hotel!!,I love where this Hotel is located. It is right next to the Capital Building. It has a nice gym and a nice clean swimming pool indoors. The hotel is connected also to a mall called the Strawberry Station. They also have a nice well lit garage to park in for 10 dollars extra. It is very hard to find... More
Hilton Garden Inn Harrisburg East,3,NO STAFF,"I stayed at this Hilton Garden Inn May 6- May 8 and this Hotel was very under staffed, the location was excellent and the service was okay, would have been better if they had more housekeepers to taker care of customer needs. I liked Cafe they had but other then that the customer service was not that of a 4.3... More"
Hilton Garden Inn Harrisburg East,2,Hotel does not do what you expect,My wife and I stayed two nights at this hotel - incidentally I am a Gold HHilton Honors member. The staff did not bother to make up the room at all after the first night. We were very surprised when we brought visitors to our room after dinner to find the bed not made and the bathroom as we had... More
Hilton Garden Inn Harrisburg East,5,Convenient and great hotel staff,Recently had a 2 night stay for a business meeting. The hotel facility was very nice and the staff very friendly. The pool was closed for renovations but scheduled to reopen. Central to a number of Harrisburg attractions.
Hilton Garden Inn Harrisburg East,5,great stay,Great place to stay staff very friendly and accommidating very clean inside and out good food nice place to kick back and relax pool area clean both indoors and out can get in some excercise too if you want
Hilton Garden Inn Harrisburg East,4,Comfortable Easy Access,"We chose this hotel because of its proximity to Troegs brewery and Hershey Park. We enjoyed the modern, comfortable, and quiet room. The staff was exceptional and the accommodations were enjoyable. Both Troegs and Hershey were an easy 15 min drive. If we decide to do another overnight stay in Hershey, we will definitely stay again!"
Hilton Garden Inn Harrisburg East,5,Great place!,Checked in July 6th. My room was perfect clear and comfortable! The keurig coffee maker is a plus! A very friendly and helpful staff made my stay great. The ruby Tuesday restaurant within walking distance is one of my favorites.
Hilton Garden Inn Harrisburg East,2,Construction,Not great - Construction is important but changing the lobby is not the most important reason. Rooms are more important. I would skip this Hotel until the construction is finished. I was not impressed to stay here.
Hilton Garden Inn Harrisburg East,5,"Great service, friendly staff","Very comfortable facility. Quiet and clean rooms. Comfortable beds, nice coffee and mini fridge in room. Nice pool and hot tub for us to relax. We enjoyed your pleasant staff and the front desk, bar and restaurant. Had a very enjoyable breakfast the next morning-Mar 26th. Dining staff was extremely friendly, made our son feel special and so happy. The... More"
Granby Motel,1,STAY AWAY,"This was the absolute worse stay at a motel I have ever experienced. We told the owners that we were looking to stay between one and two months. We were shown an efficiency down back....kitchen, living room and bathroom. Everything was agreeable until the owner realized I needed a nurse to come in twice a week for one hour. The... More"
Hampton Inn & Suites Indianapolis/brownsburg,5,Business Trip,"Great location, friendly staff. Nice room. Breakfast OK. Wish the eggs were real instead of powdered. Suite was good for working. Shopping close by. Easy access to major highways. Highly recommend staying at this hotel."
Hampton Inn & Suites Indianapolis/brownsburg,5,Warm Pool and Family Fun!,We went to this Hampton in Brownsburg Indiana for a family night getaway. It is right iff the interstate and a short drive to downtown Indianapolis. The pool was very warm which made the kids and parents happy! The hot breakfast was very good and the hotel was very quiet for being sold out. The beds were so comfortable that... More
Hampton Inn & Suites Indianapolis/brownsburg,2,Did not deliver...,We had special reservation request at the time of booking and our request was granted over the phone - however upon arrival they did not deliver. Bedding had funny smell too :( I would recommend another hotel if traveling through Brownsburg.....
Hampton Inn & Suites Indianapolis/brownsburg,5,Crowded but quiet,There were a lot of people staying there during my stay but the hotel was quiet at night. The couch was getting a little worn and the air conditioning was quiet. The internet worked good. It was an easy trip into Speedway.
Comfort Inn Suites West - Medical Center,5,"Great hotel, new and clean.","Great hotel in Rochester. Its well located right next to Costco, near the city center so if you visit the Mayo clinic you can not go wrong with this hotel. People are friendly and there are lots of parking. The wifi if fast. had no problems. It was clean, beds very comfortable. Breakfast was good, everything fresh! I will stay... More"
Comfort Inn,5,Great Stay and Service!!!,"My wife and I were heading back from Cincinnati and stopped late here for the night. Clean room ,Quiet, and slept like a log. Next day had a nice breakfast. Packed up and headed home. Got home and had forgotten part of a cord that I needed. called them and they found it. They were very helpful and I drove... More"
Americas Best Value Inn Clear Lake,1,Never stay there ever. Stay and Service Unacceptable. Never use third party booking.,"Rude desk person, smelly room. Initially, I politely asked to change rooms because of a funny smell. Instead of being polite and understanding, the desk person asked why I had not brought this to their attention last night and told me I could not switch rooms. She finally offered to let us switch rooms after looking at the room herself.... More"
Americas Best Value Inn Clear Lake,4,Pretty good hotel for the price,I only stay 1 night. I found the hotel to be clean and quiet. The front desk folks were extremely friendly. Additionally there a couple fast food places walking distance. Continental breakfast wasn't bad. I would recommend this hotel.
Best Western Mt. Pleasant Inn,5,Great value and service,"On a recent road trip, we stayed at several hotels - mostly Best Westerns. This one was by far the best of them all. The staff was very friendly, the room was clean and fresh and the breakfast area had the most variety. They had lots of fruit, which was hard to come by in the other hotels. Everything was... More"
Best Western Mt. Pleasant Inn,2,Suite room was unsatisfactory,We stayed in the 3 queen suite and were very disappointed in the room. Only one closet and NO dresser for possibly 8 people! The room was clean but uninviting. It felt like staying in a dorm room. The staff were great but the breakfast was average. Never saw any other rooms so can not recommend but will NOT recommend... More
Best Western Mt. Pleasant Inn,5,Outstanding!,"Where do I begin I can't express how well we were treated from the moment we entered until the minute we left. 1 The smell of fresh baked chocolate chip cookies as we entered the lobby at check-in! 2 The smile, wave, and welcome from the laundry room help as we passed on our way to the elevator to get... More"
Econo Lodge Inn Suites,3,Clean and good value,This hotel is excellent for the rate. Clean and quiet for the class of hotel. Everybody in the group had the same opinion and wouldn't hesitate to stay again. Easy on and of the highway with plenty of good restaurants close.
